region,day,Woolworths routes,Outsourced routes
0,54,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,54,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,54,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,54,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,54,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,54,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,54,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,54,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,54,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,54,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,54,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,54,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,54,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,54,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,54,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,54,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,54,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,54,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
6,54,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,54,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,54,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,54,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,54,"['Distribution Centre Auckland', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,54,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,55,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,55,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,55,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Auckland City', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,55,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,55,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
1,55,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,55,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,55,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,55,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,55,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,55,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
3,55,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,55,"['Distribution Centre Auckland', 'Woolworths Northwest', 'FreshChoice Ranui', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,55,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,55,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,55,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,55,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,55,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
6,55,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
6,55,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,55,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,55,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,55,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
7,55,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,55,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,56,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,56,"['Distribution Centre Auckland', 'Woolworths Roselands', 'FreshChoice Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,56,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,56,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,56,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,56,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,56,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,56,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,56,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,56,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,56,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,56,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,56,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,56,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,56,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,56,"['Distribution Centre Auckland', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,56,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,56,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,56,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,56,"['Distribution Centre Auckland', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,56,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,56,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,56,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,56,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,56,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,56,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'Woolworths Auckland City', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,57,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,57,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,57,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,57,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,57,"['Distribution Centre Auckland', 'Woolworths Howick', 'Distribution Centre Auckland']",
2,57,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,57,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths Meadowlands', 'Woolworths Botany Downs', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,57,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,57,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,57,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,57,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,57,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,57,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,57,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'FreshChoice Ranui', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,57,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
5,57,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,57,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
6,57,"['Distribution Centre Auckland', 'Woolworths Milford', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,57,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,57,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,57,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,57,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,57,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Auckland City', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'FreshChoice Epsom', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,58,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,58,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,58,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,58,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,58,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,58,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,58,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,58,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,58,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,58,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,58,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
4,58,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,58,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,58,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,58,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,58,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Milford', 'Woolworths Takapuna', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,58,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Hauraki Corner', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,58,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,58,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,58,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,59,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,59,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,59,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,59,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,59,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,59,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,59,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,59,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,59,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,59,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,59,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,59,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,59,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
4,59,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,59,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,59,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,59,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,59,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,59,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,59,"['Distribution Centre Auckland', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
6,59,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,59,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,59,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,59,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,59,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,60,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
1,60,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,60,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,60,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,60,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,60,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,60,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,60,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,60,"['Distribution Centre Auckland', 'Woolworths Manukau', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,60,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,60,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,60,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
4,60,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,60,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Distribution Centre Auckland']",
4,60,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'FreshChoice Ranui', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,60,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,60,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,60,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,60,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Woolworths Takapuna', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,60,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,60,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,60,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
7,60,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,60,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Newmarket', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Auckland City', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,61,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,61,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,61,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,61,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,61,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,61,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,61,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,61,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,61,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Distribution Centre Auckland']",
